user,latitude,longitude,check-in count,check-in-count
10369,34.67249,135.50221,11,11.0
10369,34.72602,135.496799,11,11.0
10369,34.732783,135.499198,10,10.0
10370,35.702389,140.0554,23,23.0
10371,0.0,0.0,17,17.0
10371,33.316667,130.516667,18,18.0
10372,34.966667,136.616667,16,16.0
10372,34.968476,136.616575,13,13.0
10373,0.0,0.0,86,86.0
10373,38.254722,140.884722,16,16.0
10374,0.0,0.0,12,12.0
10374,37.87277,139.080487,42,42.0
10374,37.912283,139.059586,10,10.0
10374,37.923269,139.099336,189,189.0
10374,37.933974,139.14652,12,12.0
10376,35.456086,139.58825,21,21.0
10377,35.707123,139.753042,26,26.0
10377,35.707147,139.752918,12,12.0
10377,35.733333,139.65,19,19.0
10378,40.233844,-111.658534,13,13.0
10378,40.400723,-111.922821,18,18.0
10378,40.530778,-112.29828,10,10.0
10378,40.728172,-111.889123,25,25.0
10378,40.769386,-111.904507,12,12.0
10378,40.989716,-111.899764,18,18.0
10380,35.62199,139.658332,14,14.0
10382,35.688565,139.688537,10,10.0
10383,34.996474,135.758971,12,12.0
10383,35.0,135.75,12,12.0
10385,35.004098,135.772912,13,13.0
10392,35.623209,139.748065,19,19.0
10395,35.658089,139.701518,11,11.0
10396,34.359844,135.238767,17,17.0
10397,35.256427,136.823617,47,47.0
10397,35.287782,136.79972,15,15.0
10397,35.371736,136.810409,10,10.0
10398,0.0,0.0,17,17.0
10410,35.587858,139.592387,13,13.0
10418,0.0,0.0,49,49.0
10420,33.980422,130.923657,24,24.0
10420,33.980423,130.923657,16,16.0
10420,34.007241,131.173533,12,12.0
10423,34.444933,133.990896,11,11.0
10427,37.598718,126.915581,59,59.0
10428,35.625888,139.63716,11,11.0
10428,35.712472,139.776365,17,17.0
10428,35.717126,139.788046,28,28.0
10433,34.666667,135.5,443,443.0
10497,41.886826,-71.364016,11,11.0
10509,18.25,-77.5,2100,2100.0
10510,22.433333,87.333333,1315,1315.0
10512,25.774266,-80.193659,20,20.0
10514,26.219626,127.691856,11,11.0
10516,0.0,0.0,126,126.0
10520,0.0,0.0,114,114.0
10530,37.798091,-121.922802,976,976.0
10531,0.0,0.0,1760,1760.0
10531,40.054122,-105.273781,340,340.0
10532,0.0,0.0,2100,2100.0
10533,0.0,0.0,2100,2100.0
10534,35.042554,-78.933415,12,12.0
10534,35.043224,-78.934687,57,57.0
10534,35.052664,-78.878359,79,79.0
10535,31.806233,131.461189,16,16.0
10535,31.931616,131.411711,44,44.0
10536,0.0,0.0,210,210.0
10537,28.590628,77.190956,346,346.0
10538,39.529633,-119.813803,446,446.0
10539,0.0,0.0,2100,2100.0
10540,0.0,0.0,29,29.0
10541,45.54828,-122.611551,220,220.0
10542,25.0392,121.52499,615,615.0
10543,47.791589,12.075049,273,273.0
10544,53.796481,-1.547849,191,191.0
10545,0.0,0.0,44,44.0
10546,51.508415,-0.125533,217,217.0
10548,0.0,0.0,101,101.0
10548,43.582215,3.928568,350,350.0
10549,0.0,0.0,93,93.0
10550,33.767582,-118.193032,524,524.0
10551,40.760779,-111.891047,640,640.0
10552,0.0,0.0,20,20.0
10553,49.366667,6.166667,418,418.0
10554,35.696273,139.412998,32,32.0
10555,32.752644,129.870829,11,11.0
10557,35.646205,139.704176,175,175.0
10557,35.651356,139.637947,24,24.0
10557,35.659112,139.701613,10,10.0
10557,35.672303,139.765717,50,50.0
10557,35.681,139.7342,19,19.0
10557,35.685535,139.780258,125,125.0
10557,35.686461,139.728389,13,13.0
10557,35.690133,139.699163,24,24.0
10557,35.703279,139.583953,337,337.0
10558,0.0,0.0,17,17.0
10562,25.252222,55.28,28,28.0
10563,0.0,0.0,51,51.0
10565,59.939596,10.714293,21,21.0
10566,14.556944,121.029444,74,74.0
10571,0.0,0.0,142,142.0
10575,33.962815,-116.537392,115,115.0
10576,48.694733,21.239128,18,18.0
10580,60.0,-96.0,21,21.0
10604,0.0,0.0,80,80.0
10604,35.162662,136.884917,13,13.0
10604,35.168125,136.884903,14,14.0
10604,35.171005,136.882725,15,15.0
10605,35.699305,139.41354,43,43.0
10605,35.699752,139.414834,17,17.0
10607,38.075775,140.812125,33,33.0
10607,38.079166,140.808991,16,16.0
10607,38.310309,140.810784,20,20.0
10612,0.0,0.0,150,150.0
10613,0.0,0.0,67,67.0
10613,35.606163,139.735953,10,10.0
10615,35.645814,140.031592,14,14.0
10615,35.646065,140.031826,11,11.0
10617,0.0,0.0,21,21.0
10617,32.765016,129.953364,245,245.0
10618,35.965743,139.570788,10,10.0
10620,0.0,0.0,16,16.0
10620,35.413377,138.591134,11,11.0
10620,35.704762,139.375805,13,13.0
10622,0.0,0.0,10,10.0
10622,35.466264,139.621875,14,14.0
10622,35.466455,139.622104,63,63.0
10626,35.650717,139.632458,13,13.0
10627,0.0,0.0,19,19.0
10627,36.035575,140.073866,31,31.0
10628,35.662982,139.65023,234,234.0
10628,35.663377,139.650499,16,16.0
10629,0.0,0.0,161,161.0
10630,0.0,0.0,20,20.0
10630,31.220792,121.469273,13,13.0
10630,35.541149,139.516235,21,21.0
10630,35.543135,139.515054,21,21.0
10630,35.547852,139.509265,14,14.0
10630,35.554744,139.514184,12,12.0
10630,35.568041,139.553697,15,15.0
10630,35.606672,139.668175,11,11.0
10630,35.607822,139.669418,14,14.0
10630,35.651838,139.634865,11,11.0
10630,35.764147,140.384663,10,10.0
10632,33.581764,130.267519,16,16.0
10634,35.145643,136.901842,31,31.0
10636,0.0,0.0,26,26.0
10637,35.45,139.65,68,68.0
10638,0.0,0.0,81,81.0
10641,0.0,0.0,17,17.0
10644,42.98743,141.354484,29,29.0
10645,0.0,0.0,40,40.0
10651,36.407934,136.434317,22,22.0
10651,36.442998,136.488047,13,13.0
10651,36.530229,136.638516,17,17.0
10651,36.539707,136.602447,10,10.0
10651,36.583044,136.595834,11,11.0
10651,36.58961,136.658687,11,11.0
10651,36.593856,136.607144,11,11.0
10651,36.598996,136.623694,40,40.0
10653,0.0,0.0,204,204.0
10653,33.25069,131.652672,45,45.0
10653,33.25076,131.652685,22,22.0
10658,0.0,0.0,22,22.0
10659,0.0,0.0,21,21.0
10659,35.755585,139.715912,10,10.0
10663,35.795189,139.938273,24,24.0
10664,35.689488,139.691706,18,18.0
10665,35.773937,139.901659,12,12.0
10666,0.0,0.0,164,164.0
10667,41.87194,12.56738,149,149.0
10668,0.0,0.0,183,183.0
10668,35.158566,137.036091,10,10.0
10668,35.730256,139.711086,13,13.0
10668,35.832664,139.335736,20,20.0
10668,35.833744,139.325967,13,13.0
10669,0.0,0.0,19,19.0
1067,38.25442,-76.48039,10,10.0
1067,38.314035,-76.536269,12,12.0
1067,40.626537,-74.273326,12,12.0
1067,40.626994,-74.244245,37,37.0
1067,40.636793,-74.248499,147,147.0
1067,40.6413,-74.2614,11,11.0
1067,40.644917,-74.272614,16,16.0
10672,35.447507,139.642345,11,11.0
10673,35.452552,139.39112,18,18.0
10673,35.464657,139.620211,15,15.0
10673,35.465267,139.620253,20,20.0
10673,35.531364,139.69689,13,13.0
10673,35.53137,139.697999,12,12.0
10677,0.0,0.0,14,14.0
10679,34.751983,135.453505,15,15.0
1068,39.591871,-86.187442,14,14.0
1068,39.613658,-86.106653,15,15.0
1068,39.80388,-86.012734,12,12.0
10683,36.481755,140.378818,20,20.0
10685,0.0,0.0,48,48.0
10688,0.0,0.0,43,43.0
1069,0.0,0.0,273,273.0
1069,34.841062,-90.28435,12,12.0
1069,35.145002,-90.037707,10,10.0
1069,36.233679,-89.749527,907,907.0
10690,35.628503,140.086401,24,24.0
10696,0.0,0.0,18,18.0
10699,0.0,0.0,14,14.0
1070,37.654656,-122.40775,13,13.0
1070,37.774929,-122.419415,228,228.0
1070,62.0,15.0,40,40.0
10703,37.0,127.5,12,12.0
10705,0.0,0.0,23,23.0
10707,0.0,0.0,20,20.0
1071,0.0,0.0,89,89.0
1071,33.583333,130.4,20,20.0
1071,33.586808,130.397623,12,12.0
10714,0.0,0.0,20,20.0
10719,0.0,0.0,65,65.0
10722,0.0,0.0,139,139.0
10724,0.0,0.0,14,14.0
10725,34.9029,136.94873,27,27.0
10725,34.99163,137.00873,21,21.0
10729,38.197392,140.883487,16,16.0
1073,0.0,0.0,173,173.0
1073,35.531328,139.696899,12,12.0
1073,35.589766,139.668834,28,28.0
1073,35.591719,139.675684,700,700.0
1073,35.596485,139.667376,12,12.0
1073,35.59689,139.66732,19,19.0
1073,35.607202,139.666594,13,13.0
1073,35.607384,139.668674,12,12.0
1073,35.607536,139.669045,27,27.0
1073,35.615801,139.697754,17,17.0
1073,35.635395,139.717065,12,12.0
1073,35.642408,139.713414,11,11.0
1073,35.658448,139.699098,29,29.0
1073,35.659157,139.700867,27,27.0
1073,35.686671,139.693684,15,15.0
1073,35.695588,139.757317,16,16.0
1073,35.705131,139.583723,14,14.0
1073,35.738357,140.155054,15,15.0
1073,35.914169,139.477436,12,12.0
1073,41.769557,140.722275,10,10.0
1073,41.773746,140.726399,12,12.0
1073,43.0704,141.348862,13,13.0
10735,35.656632,139.696562,18,18.0
10738,35.72066,140.067207,10,10.0
10751,36.0,138.0,14,14.0
1076,0.0,0.0,187,187.0
1078,35.406705,-106.152523,20,20.0
1079,39.705594,-105.075349,13,13.0
10844,46.250245,-94.250553,35,35.0
10845,39.00027,-105.500833,168,168.0
10846,38.905726,-77.038499,277,277.0
10847,35.46756,-97.516428,141,141.0
10847,47.167667,-122.51329,97,97.0
10850,23.005465,72.635622,30,30.0
10853,45.755539,21.237499,89,89.0
10858,0.0,0.0,2100,2100.0
10859,40.399714,0.416953,11,11.0
10947,43.700114,-79.416304,54,54.0
10947,43.705172,-79.397973,57,57.0
10947,43.735,-65.980308,54,54.0
10947,44.670089,-63.577491,143,143.0
10955,38.864417,141.57633,11,11.0
10956,35.549298,139.746214,12,12.0
10956,35.689488,139.691706,23,23.0
10959,0.0,0.0,72,72.0
10959,35.674742,139.677794,50,50.0
10959,35.676657,139.677308,14,14.0
10961,0.0,0.0,13,13.0
10963,0.0,0.0,30,30.0
10963,26.317727,127.759595,10,10.0
10977,0.0,0.0,30,30.0
10989,35.666205,139.731259,44,44.0
11,37.377147,-122.028834,38,38.0
11,37.377589,-122.030116,46,46.0
11,37.393874,-122.076151,11,11.0
11,37.580304,-122.343679,94,94.0
11052,0.0,0.0,18,18.0
11052,1.286081,103.826958,10,10.0
11052,1.29798,103.83821,19,19.0
11052,4.535277,114.727669,15,15.0
11052,4.875853,114.860617,15,15.0
11088,41.644636,-93.507468,70,70.0
11088,41.702867,-93.581111,23,23.0
11089,41.846622,-80.787941,332,332.0
11107,33.190306,-96.880756,69,69.0
11151,0.0,0.0,29,29.0
1116,37.574067,-121.886897,11,11.0
11168,34.165502,-118.371948,14,14.0
11170,47.577709,-122.647493,12,12.0
1118,36.111183,-115.173714,46,46.0
11195,0.0,0.0,31,31.0
11195,40.0,-4.0,25,25.0
11199,0.0,0.0,10,10.0
11253,0.0,0.0,21,21.0
11253,35.527299,139.702357,13,13.0
11253,35.612459,139.741689,13,13.0
11253,35.613312,139.74744,33,33.0
11253,35.666356,139.758642,11,11.0
11254,0.0,0.0,2100,2100.0
11255,0.0,0.0,256,256.0
11256,54.184505,45.178989,220,220.0
11257,21.402222,-157.739444,67,67.0
11258,35.799076,139.911277,51,51.0
11259,10.683333,76.733333,333,333.0
11260,35.546438,139.447456,25,25.0
11262,33.348381,-111.904864,35,35.0
11262,35.953932,-83.933656,11,11.0
11264,0.0,0.0,10,10.0
11265,36.204824,138.252924,10,10.0
11266,32.061667,118.777778,164,164.0
11268,35.170733,136.885947,11,11.0
11268,35.171667,136.888211,14,14.0
11269,-12.05,-77.05,82,82.0
11276,0.0,0.0,14,14.0
11280,0.0,0.0,81,81.0
11282,27.0,30.0,21,21.0
11298,30.737222,76.787222,16,16.0
11333,21.334217,-158.023557,27,27.0
11359,28.090864,-82.738439,12,12.0
11360,0.0,0.0,150,150.0
11361,38.858966,-77.083252,740,740.0
11372,50.773308,0.126601,220,220.0
11373,48.083333,-1.616667,19,19.0
1141,41.396763,-73.075942,17,17.0
1141,41.691523,-72.771078,25,25.0
1142,40.009454,-105.26691,10,10.0
1146,28.029618,-82.523758,19,19.0
1146,30.427475,-84.238964,26,26.0
11504,33.210449,130.439787,41,41.0
11504,33.577112,130.385109,16,16.0
11505,0.0,0.0,2100,2100.0
11506,0.0,0.0,379,379.0
11507,20.750278,-156.500278,2100,2100.0
11512,34.016243,-118.163452,163,163.0
11513,0.0,0.0,940,940.0
11514,43.37135,-8.396001,392,392.0
11515,0.0,0.0,1609,1609.0
11516,33.255145,130.468951,124,124.0
11517,30.202633,-97.668146,211,211.0
11519,47.305105,8.524671,97,97.0
11519,47.342706,8.459289,26,26.0
11519,47.489487,8.294089,24,24.0
11519,47.489627,8.294094,57,57.0
11520,0.0,0.0,564,564.0
11522,32.715329,-117.157255,191,191.0
11523,34.032549,-118.495072,48,48.0
11523,34.098896,-118.29174,77,77.0
11525,34.052234,-118.243685,197,197.0
11526,51.732184,-0.345891,98,98.0
11528,39.867294,-86.122794,11,11.0
11529,0.0,0.0,15,15.0
11530,0.0,0.0,32,32.0
11530,51.476461,-3.186757,89,89.0
11530,51.481307,-3.180498,288,288.0
11530,54.0,-4.0,23,23.0
11532,46.2,6.116667,1149,1149.0
11533,45.432639,9.352397,11,11.0
11533,45.435262,9.352198,21,21.0
11533,45.51358,9.328079,10,10.0
11533,45.516804,9.327185,21,21.0
11534,58.383368,26.721553,127,127.0
11535,35.597217,139.662835,20,20.0
11536,0.0,0.0,61,61.0
11536,39.76,-98.5,190,190.0
11537,0.0,0.0,93,93.0
11540,0.0,0.0,155,155.0
11541,35.259599,139.580518,78,78.0
11542,29.493585,-98.479458,11,11.0
11542,32.776481,-96.762796,12,12.0
11542,32.777368,-96.789119,64,64.0
11542,32.838881,-96.832515,14,14.0
11542,32.910928,-96.75568,13,13.0
11545,39.830749,-84.863667,64,64.0
11545,39.846929,-84.888859,11,11.0
11545,40.197195,-84.807468,46,46.0
11546,0.0,0.0,20,20.0
11546,43.628527,-79.412398,34,34.0
11546,43.89999,-78.8667,15,15.0
11546,43.945205,-78.871517,31,31.0
11547,31.621983,-84.222954,32,32.0
11548,49.379063,8.572701,16,16.0
11549,0.0,0.0,49,49.0
11551,56.154099,10.212631,38,38.0
11553,43.019619,-83.693509,146,146.0
11554,51.983333,-0.733333,85,85.0
11555,43.583333,7.116667,91,91.0
11556,-22.680242,-43.24098,77,77.0
11557,48.85341,2.3488,248,248.0
11558,22.6725,120.488333,11,11.0
11561,-23.5475,-46.636111,220,220.0
11562,43.821561,12.57035,63,63.0
11563,40.753931,-73.991123,70,70.0
11564,41.334045,-8.561617,334,334.0
11565,43.038902,-87.906474,96,96.0
11566,0.0,0.0,30,30.0
11567,0.0,0.0,50,50.0
11568,0.0,0.0,22,22.0
11570,36.712179,-4.427105,14,14.0
11571,0.0,0.0,156,156.0
11572,27.965853,-82.800103,78,78.0
11576,32.405442,-94.853881,64,64.0
11577,13.667502,100.641788,52,52.0
11578,38.110467,15.661294,227,227.0
11580,0.0,0.0,65,65.0
11581,2.476558,101.846158,50,50.0
11581,3.072232,101.678684,79,79.0
11581,3.090598,101.689455,58,58.0
11583,50.943706,6.957865,12,12.0
11584,38.565958,-121.508614,95,95.0
11586,40.69371,-75.190176,24,24.0
11587,42.071729,-75.967996,35,35.0
11588,32.888925,131.085177,15,15.0
11591,32.132095,-110.936066,74,74.0
11592,34.048123,-118.248986,29,29.0
11594,0.0,0.0,46,46.0
11595,43.604262,1.443672,40,40.0
11598,0.0,0.0,216,216.0
11607,17.375278,78.474444,12,12.0
11607,34.052234,-118.243685,12,12.0
11610,35.634492,139.692347,11,11.0
11619,3.17206,101.6035,13,13.0
11620,36.527952,-75.873031,28,28.0
11622,42.233333,-8.716667,596,596.0
11627,34.148972,-118.451357,32,32.0
11632,39.808826,-86.265149,14,14.0
11633,0.0,0.0,111,111.0
11642,0.0,0.0,12,12.0
11652,36.070398,-95.910102,10,10.0
11654,20.0,77.0,22,22.0
11657,41.939683,-87.642697,11,11.0
11658,43.220471,-77.182282,16,16.0
11660,0.0,0.0,17,17.0
11661,40.02877,-82.87561,33,33.0
11664,0.0,0.0,2100,2100.0
11699,-37.777688,144.974966,16,16.0
11701,35.203234,-94.230723,43,43.0
11703,0.0,0.0,108,108.0
11736,40.714269,-74.005973,29,29.0
12,0.0,0.0,22,22.0
12226,0.0,0.0,315,315.0
12242,32.067485,-81.161474,29,29.0
12278,41.449531,-87.361133,16,16.0
123,37.528934,-122.28762,17,17.0
123,37.577129,-122.349115,11,11.0
123,37.580304,-122.343679,97,97.0
12313,36.195421,-95.904567,126,126.0
12347,32.225881,-110.965471,13,13.0
1239,41.332224,-72.988574,13,13.0
12395,41.714267,-72.652592,252,252.0
124,37.580304,-122.343679,12,12.0
12467,40.714269,-74.005973,55,55.0
12467,40.790884,-73.974675,85,85.0
12470,0.0,0.0,14,14.0
12516,40.661809,-73.992987,24,24.0
12516,40.662095,-73.992639,11,11.0
12528,37.75133,-88.550985,34,34.0
12557,51.130568,-114.010508,2100,2100.0
12573,44.349448,9.154873,16,16.0
12587,50.825653,-0.16487,12,12.0
12594,0.0,0.0,12,12.0
12594,25.08999,121.469113,10,10.0
12595,54.0,-4.0,62,62.0
12630,-15.77972,-47.92972,36,36.0
12658,38.790734,-121.235783,145,145.0
12660,39.780169,-86.139489,47,47.0
12853,0.0,0.0,52,52.0
12892,38.769633,-9.095617,44,44.0
12893,30.202231,-97.667128,26,26.0
12894,0.0,0.0,776,776.0
13010,29.760993,-95.364243,85,85.0
1302,21.290141,-157.84561,30,30.0
1302,21.291142,-157.843893,15,15.0
1302,21.293402,-157.839639,14,14.0
1302,21.302084,-157.831204,10,10.0
1302,21.316811,-157.871013,20,20.0
1302,21.317962,-157.871571,41,41.0
1302,21.425996,-158.001029,18,18.0
1303,51.857222,-8.299167,323,323.0
1304,53.378235,-1.462104,341,341.0
1305,28.588667,-81.184937,196,196.0
1306,39.854003,-75.696677,20,20.0
13096,0.0,0.0,2100,2100.0
13097,40.755977,-73.969154,2100,2100.0
13098,0.0,0.0,2100,2100.0
13099,0.0,0.0,2100,2100.0
13101,49.75,15.0,2100,2100.0
13102,39.76,-98.5,2100,2100.0
13103,8.991913,-79.506279,652,652.0
13104,0.0,0.0,112,112.0
13104,34.058841,-118.411791,251,251.0
13104,34.07724,-118.267632,95,95.0
13104,34.077408,-118.268204,197,197.0
13104,34.077606,-118.267713,129,129.0
13104,34.077814,-118.308813,46,46.0
13105,0.0,0.0,2100,2100.0
13106,0.0,0.0,2100,2100.0
13107,33.748995,-84.387982,337,337.0
13108,32.650866,-97.136338,28,28.0
13108,32.766667,-97.316667,232,232.0
13108,32.782852,-96.807011,156,156.0
13108,32.783056,-96.806667,1048,1048.0
13108,32.783224,-96.807685,441,441.0
13108,39.76,-98.5,186,186.0
13109,20.894722,-156.47,2100,2100.0
13110,39.76,-98.5,2100,2100.0
13111,0.0,0.0,2100,2100.0
13112,0.0,0.0,473,473.0
13113,51.508415,-0.125533,443,443.0
13115,0.0,0.0,2100,2100.0
13117,33.73011,130.98014,19,19.0
13118,0.0,0.0,307,307.0
13118,23.0,-102.0,335,335.0
13119,36.030723,-75.67601,332,332.0
13121,0.0,0.0,1764,1764.0
13122,0.0,0.0,845,845.0
13123,32.818212,-96.844837,12,12.0
13123,32.957529,-96.671508,19,19.0
13124,33.41096,-111.94619,73,73.0
13124,33.423097,-111.939083,15,15.0
13125,25.0,45.0,10,10.0
13126,33.493374,-112.357936,1025,1025.0
13126,33.504479,-111.96835,1075,1075.0
13127,34.763066,-92.450385,69,69.0
13128,40.674866,-73.955344,15,15.0
13129,26.538694,-80.081429,1141,1141.0
13130,0.0,0.0,232,232.0
13130,35.500694,-80.000324,58,58.0
13131,-22.961944,-43.273889,511,511.0
13132,14.832021,120.815436,503,503.0
13133,38.05414,-84.454021,561,561.0
13134,43.700114,-79.416304,53,53.0
13136,0.0,0.0,339,339.0
13137,0.0,0.0,371,371.0
13139,47.045947,-122.941897,14,14.0
13139,47.047079,-122.942018,50,50.0
13140,0.0,0.0,220,220.0
13141,0.0,0.0,1948,1948.0
13143,0.0,0.0,446,446.0
13144,0.0,0.0,123,123.0
13145,25.091075,121.559834,299,299.0
13146,0.0,0.0,105,105.0
13147,0.0,0.0,100,100.0
13148,0.0,0.0,352,352.0
13149,0.0,0.0,208,208.0
13150,0.0,0.0,275,275.0
13153,41.87194,12.56738,1197,1197.0
13154,39.414199,-104.864613,155,155.0
13155,0.0,0.0,1808,1808.0
13156,43.824059,13.012652,14,14.0
13156,44.074907,12.334823,338,338.0
13157,45.5143,-73.573681,912,912.0
13158,35.345933,-97.470594,70,70.0
13159,0.0,0.0,238,238.0
13160,-27.671766,152.925133,868,868.0
13161,0.0,0.0,51,51.0
13162,51.26819,0.5094,536,536.0
13163,40.77405,-80.323265,352,352.0
13164,0.0,0.0,324,324.0
13165,0.0,0.0,265,265.0
13166,0.0,0.0,278,278.0
13167,0.0,0.0,160,160.0
13168,0.0,0.0,1350,1350.0
13170,59.349125,17.997708,145,145.0
13170,59.507864,18.073907,18,18.0
13171,0.0,0.0,52,52.0
13172,38.948267,-77.420541,84,84.0
13173,0.0,0.0,34,34.0
13174,0.0,0.0,59,59.0
13175,0.0,0.0,2100,2100.0
13176,12.198607,-69.078372,1128,1128.0
13177,47.037874,-122.900695,56,56.0
13177,47.083604,-123.008131,49,49.0
13178,0.0,0.0,2100,2100.0
13181,0.0,0.0,1062,1062.0
13182,0.0,0.0,1178,1178.0
13183,0.0,0.0,306,306.0
13184,0.0,0.0,120,120.0
13185,42.652579,-73.756232,40,40.0
13185,42.667778,-73.764503,21,21.0
13186,38.0239,23.839508,19,19.0
13186,40.547909,22.985116,62,62.0
13186,48.1992,16.333827,59,59.0
13187,0.0,0.0,2100,2100.0
13189,0.0,0.0,23,23.0
13190,0.0,0.0,267,267.0
13192,0.0,0.0,1487,1487.0
13199,0.0,0.0,16,16.0
13199,48.066667,8.45,220,220.0
13201,40.179554,-74.855164,263,263.0
13202,0.0,0.0,1089,1089.0
13202,34.052234,-118.243685,493,493.0
13202,34.257225,-118.601199,515,515.0
13205,40.167056,-74.499875,658,658.0
13208,57.656309,11.940083,14,14.0
13210,35.683738,139.75413,16,16.0
13211,0.0,0.0,612,612.0
13211,36.427636,-5.145893,67,67.0
13211,36.515431,-4.885826,27,27.0
13211,36.62035,-4.49976,21,21.0
13214,37.533884,-121.988183,145,145.0
